ADQ_ID,ROI,FixTime,EnterCount,RegressionCount
m9q4,INST_n2q4_1,2.8119999999999994,5,4
m9q4,BG_n2q4,3.7909999999999995,8,7
m9q4,INST_n2q4_2a,6.5989999999999975,8,7
m9q5,BG_n2q5,12.467999999999991,18,17
m9q5,INST_n2q5_1a,2.566,5,4
m9q5,INST_n2q5_1c,4.399999999999999,6,5
m9q5,INST_n2q5_1b,3.4219999999999993,9,8
m6q1,KW_n2q1_4,2.6889999999999974,7,6
m6q1,INST_n2q1_1,6.236999999999998,4,3
m6q1,KW_n2q1_1,1.221,2,1
m6q1,BG_n2q1,3.9430000000000014,16,15
m6q1,KW_n2q1_2,1.7109999999999999,5,4
m6q1,KW_n2q1_3,3.0779999999999994,3,2
m6q2,KW_n2q2_3,0.611,1,0
m6q2,KW_n2q2_2,2.1989999999999994,4,3
m6q2,INST_n2q2_1,2.5669999999999993,3,2
m6q2,BG_n2q2,0.245,1,0
m6q2,KW_n2q2_4,3.788999999999999,4,3
m6q2,KW_n2q2_1,1.9549999999999996,3,2
m6q3,KW_n2q3_1,0.734,2,1
m6q3,INST_n2q3_2,6.112,2,1
m6q3,INST_n2q3_1,2.1999999999999997,1,0
m6q3,BG_n2q3,0.245,1,0
m6q3,KW_n2q3_2,1.4660000000000009,3,2
m6q3,KW_n2q3_3,2.8099999999999987,2,1
m6q4,INST_n2q4_2b,2.5669999999999993,5,4
m6q4,KW_n2q4_1,2.5669999999999993,2,1
m6q4,INST_n2q4_1,0.489,1,0
m6q4,BG_n2q4,2.8119999999999994,11,10
m6q4,INST_n2q4_2a,19.554999999999996,12,11
m6q5,BG_n2q5,1.834,7,6
m6q5,INST_n2q5_1a,1.101,1,0
m6q5,INST_n2q5_1c,6.966999999999999,7,6
m6q5,INST_n2q5_1b,1.343,2,1
