ADQ_ID,EventType,StartIndex,EndIndex,Duration_ms,Amplitude_deg,MaxVel,MeanVel,ROI,group,subject
n21q4,saccade,2123,2124,11.0,1.15497180744813,104.9974370407391,79.70241474771606,,control,control_group_21
n21q4,saccade,2125,2125,0.0,0.0,30.4318667254689,30.4318667254689,,control,control_group_21
n21q4,saccade,2126,2129,33.0,2.805584203120628,406.28106288566335,189.67057824364164,,control,control_group_21
n21q4,saccade,2130,2130,0.0,0.0,10.736538082640937,10.736538082640937,,control,control_group_21
n21q4,saccade,2131,2131,0.0,0.0,130.64163405576468,130.64163405576468,,control,control_group_21
n21q4,saccade,2132,2136,44.0,0.40233769398355096,18.958164729671683,12.863336081494063,,control,control_group_21
n21q4,saccade,2137,2139,22.0,1.0586725516419149,165.76465621476723,95.7327044266735,,control,control_group_21
n21q4,saccade,2140,2142,22.0,0.22530313180245862,17.754189355456813,14.8783922124018,,control,control_group_21
n21q4,saccade,2143,2143,0.0,0.0,305.53062051032003,305.53062051032003,,control,control_group_21
n21q4,saccade,2144,2144,0.0,0.0,8.653648074656102,8.653648074656102,,control,control_group_21
n21q4,saccade,2145,2145,0.0,0.0,63.30046978009015,63.30046978009015,,control,control_group_21
n21q4,saccade,2146,2146,0.0,0.0,34.89772187028184,34.89772187028184,,control,control_group_21
n21q4,saccade,2147,2148,11.0,0.8264464142338586,75.13149220307805,63.467080059975096,,control,control_group_21
n21q4,saccade,2149,2151,22.0,0.5177092342232257,26.64906033106833,24.647889053671847,,control,control_group_21
n21q4,saccade,2152,2152,0.0,0.0,156.49498264605285,156.49498264605285,,control,control_group_21
n21q4,saccade,2153,2154,11.0,0.42573164364420746,38.70287669492795,35.173311063738794,,control,control_group_21
n21q4,saccade,2155,2155,0.0,0.0,283.97553312137677,283.97553312137677,,control,control_group_21
n21q4,saccade,2156,2156,0.0,0.0,36.348171711612274,36.348171711612274,,control,control_group_21
n21q4,saccade,2157,2157,0.0,0.0,156.94375731031033,156.94375731031033,,control,control_group_21
n21q4,saccade,2158,2158,0.0,0.0,34.35806231848602,34.35806231848602,,control,control_group_21
n21q4,saccade,2159,2160,11.0,0.44996985899058206,210.94102404463686,125.92368743098125,,control,control_group_21
n21q4,saccade,2161,2161,0.0,0.0,31.44607190121723,31.44607190121723,,control,control_group_21
n21q4,saccade,2162,2164,22.0,1.224764985946285,337.8141070553742,190.35292316596247,,control,control_group_21
n21q4,saccade,2165,2165,0.0,0.0,25.08244405954119,25.08244405954119,,control,control_group_21
n21q4,saccade,2166,2166,0.0,0.0,43.77596463814393,43.77596463814393,,control,control_group_21
